, ,о,е,а,и,н,т,с,л,в,р,м,к,д,у,п,я,ь,ы,з,б,г,ч,ж,х,й,ш,ю,щ,ц,э,ф,ъ
0,0.16936653150204117,0.09282999077955598,0.06982344049385932,0.06320631514723575,0.0578214387320347,0.055836815279201216,0.052734769985912255,0.04365143293926504,0.041312045190458724,0.037688993394871514,0.03505825332570105,0.02618914592638041,0.025673280935617993,0.024785513277096622,0.02466383083741512,0.023846330503216873,0.019357790932430254,0.016533387262076555,0.016476830635182335,0.014745855084783524,0.014670446248924567,0.013882081146762733,0.012262505012973747,0.009528934713086518,0.008032754856157646,0.007996764275406779,0.007426056494928755,0.0052306310691259085,0.003926400976201657,0.002466211700023651,0.0023822336782716295,0.00039075487672369174,0.0002022327870762966
