,о,е,а,и,н,т,с,л,в,р,м,к,д,у,п,я,ь,ы,з,б,г,ч,ж,х,й,ш,ю,щ,ц,э,ф,ъ
0,0.11175806694548583,0.08406047088389251,0.07609411075324504,0.0696112556559919,0.06722196660359879,0.06348741290339886,0.05255197941662557,0.04973558947144717,0.04537379581276062,0.04220664668027062,0.03152912436063822,0.03090807427016298,0.029839290393531174,0.029692796850595157,0.02870860783678556,0.023304853062849858,0.019904552235264505,0.019836463687139313,0.017752541456641006,0.01766175672580742,0.016712643630728982,0.014762835207143932,0.011471888714426313,0.009670637123114412,0.009627308047034744,0.00894023269777144,0.00629715905691171,0.004726995871358036,0.002969073356125803,0.002867972178606578,0.0004704299688649639,0.0002434681417809901
